Plant,Region,RouteNum,Site,VMI,SiteVolume,RouteVolume,Utilization,TripRound,TripTime,TruckDemand
CPA2,江苏无锡,37,10168,N,26.72603048204813,26.72603048204813,0.12340254913770744,2,5.65,2
CPA2,浙江嘉兴,38,11228,N,21.82321606249999,21.82321606249999,0.10076470182522528,2,5.25,2
CPA2,江苏扬州,39,11282,N,28.453938739772724,28.453938739772724,0.13138084893881466,2,11.65,3
CPA2,江苏太仓,40,11189,N,28.374934374999995,28.374934374999995,0.13101606075927152,2,3.65,1
CPA2,上海浦东,41,10855,N,30.56921333333333,64.54570857415196,0.2980279835907578,2,5.9,2
CPA2,上海浦东,41,10846,N,11.760138495416667,64.54570857415196,0.2980279835907578,2,5.9,2
CPA2,上海浦东,41,10277,N,11.385919999999999,64.54570857415196,0.2980279835907578,2,5.9,2
CPA2,上海浦东,41,10405,N,10.830436745401967,64.54570857415196,0.2980279835907578,2,5.9,2
CPA2,上海宝山,42,11270,N,210.9653633,210.9653633,0.6493959419941883,3,4.45,2
CPA2,上海宝山,43,11425,N,195.65615666666667,195.65615666666667,0.6022709708267664,3,4.45,2
CPA2,上海宝山,44,10118,N,146.43357293247274,146.43357293247274,0.6761301941695882,2,4.45,1
CPA2,上海宝山,45,10032,N,17.2545522372549,33.80916309439775,0.15610761623816927,2,5.2,2
CPA2,上海宝山,45,10302,N,16.554610857142855,33.80916309439775,0.15610761623816927,2,5.2,2
CPA2,江苏南通,46,11135,N,11.027072,11.027072,0.050915484633569735,2,6.05,2
